n0x,n0y,n0z,n1x,n1y,n1z,n2x,n2y,n2z,n3x,n3y,n3z,dotB1,dotB2,dotB3,B1B2,B1B3,B2B3,Q,f1,detJ
-1.8028419116654737,-1.0473443483390485,0.588927492180436,-2.569102983069723,0.8392708706620079,0.17262729720952172,2.324961170986266,1.4307806575157471,2.326210719410266,1.4421256476537339,-0.5954420126426819,-1.1641523885715415,0.057606291373671466,0.18264202614471908,0.18334551302320592,-0.06255311926906668,0.01066969916976806,-0.0615322782477564,1.7895000182890723,0.747539501182596,30.789484819635014
0.36573936937747376,0.30445454263192917,1.7993818355048754,1.178952624773874,-2.662181238827817,-0.49455124631987996,2.2198066776142142,-0.583298541161396,-0.7178570978622312,0.6343909257652455,4.321101283718441,-1.358234452761728,1.070641656255392,0.07016219851814015,0.19456580641708224,0.18021013140653205,0.3968074240733446,0.07351777648578434,5.195976003626526,0.4386987850356205,-22.490202284199228
0.9738793693400954,0.6982997197583521,1.6761475617436756,0.0012036730131195284,-0.1740439889830516,-0.2502019583560725,-0.2697424938702909,-2.0406101448674954,2.197386520393265,-0.42610314839110336,0.15563690993608542,-1.5932279672166108,73.56061841895281,19.176256639395515,7.849161344763914,-37.439684768281204,-23.920819778689275,12.158137159959695,98.16681311779135,0.10092939125153709,1.2848421097274498
-0.40104772174108844,0.12552918862941442,-0.889730570682201,-0.07524711889674508,-0.5814824213112798,-0.36606193630956263,-0.4928776389575199,0.10798172966507913,0.14253680511517103,-0.2842886115551616,0.12492693950051288,0.5089842070520438,44.845891928698485,10.945702194862923,0.35275313757608895,19.802476900847402,-0.9152976141656001,-0.14421683188200377,202.84559837963747,0.07021294766659333,-0.1827170244955055
1.6313258008764322,0.5630127003090717,-4.290770567723615,-0.1325903630291685,0.06575912214182005,3.58543737716914,-1.4252887148467883,-1.5333585526695874,-0.04697227968911157,2.848943101740373,-3.216970901966748,0.4319350187407228,0.12167862411576187,0.11965937004992663,0.031315961638308694,0.04550682548964383,0.038736324779716516,0.04523928732273526,1.2509633574807815,0.8940827288410664,90.52629020020548
-0.03419878087377756,-3.354229507892403,-0.9497865043764406,-1.7734590559467487,-1.939854649801712,1.5643078465841058,1.0533911998000205,1.0044225963733728,1.4579277733744997,-0.7323347637047921,-0.9058327745730087,-1.340927652862372,0.24031795706741374,0.08334203106261392,0.19009915178553824,-0.03969771765887112,0.07136110141276167,-0.09371514385545539,1.9428319796372602,0.7174346999786647,25.78729873041143
2.4949935545700064,0.20854962592538384,0.49478316533319516,1.1974106397552413,2.113514561114742,0.817097216137298,0.5332248778235914,-0.3299120241289514,-0.4708569482283738,-0.05666860428760613,0.14333427650637778,0.432813243806544,0.1657960087631335,0.5866220397623529,2.7191049748478284,0.1880186726539052,-0.4661839521465856,-0.9371833349730168,16.02573125209913,0.2497992167357705,4.099023540737911
-0.12076106239432717,2.1053893870561375,0.031112932322487085,0.8356139932998877,0.12410408207953923,-0.7865211621432369,0.6146582317890592,0.16042524288073004,-1.6451178266722557,-0.5910903332910014,-0.03432191568061617,-0.9761552993884356,0.8762599019717382,0.7923103590376707,2.3382487073666947,-0.06496610196572708,0.402268391029053,-1.2629716199215302,18.41722200315528,0.23301717803863908,-2.551653059563628
0.9417839945837152,0.889065108995283,-0.2329341623619427,-0.041143589479873614,-0.48045671608902313,-0.8592160548818353,-1.5154137089802386,1.2407083840344861,-0.3161615143511416,-0.3369961128777804,-0.3859923075615734,0.6765077475793743,0.135331387047029,0.3270139699427779,0.8382535284889236,-0.07731962125737447,0.01696084162056961,0.06669114905758616,5.915923927342151,0.41113903254818873,-5.660036834162776
-2.6833073899155995,-1.3898141579943246,0.42118151177171503,0.836283608894844,-0.3270394513768944,-0.1657322966661594,0.1282305446892613,-0.7224560574363983,-0.4967655257292634,-0.02025708601214494,-1.4580797681945685,-2.1449808920031783,21965.38779458322,159639.6310099425,27015.562699463633,-59215.969904176534,24359.889155138397,-65671.15436939285,872638.5018890826,0.0010704904929254473,-0.022530718062897394
