n0x,n0y,n0z,n1x,n1y,n1z,n2x,n2y,n2z,n3x,n3y,n3z,dotB0,dotB1,dotB2,dotB3,B1B2,B1B3,B2B3,Q,f1,detJ
0.24307272529493015,0.22210566519617084,-0.06767730571275014,0.14538571751784796,0.1482702721468059,-0.1922942282487871,-0.3074894834894172,0.7029252341145164,-0.7955726048302074,-0.40778854215284854,-0.2708479394039447,-0.2991524949413317,77.32970194726637,85.69657315590466,44.815990900190464,126.83692120670057,-60.19128949995314,-103.4178100604032,73.59920790259169,538.8304081651952,0.043079827111948896,-0.052465919890198144
0.22558559116654794,-0.15319602377467947,2.3643842269038,-2.5165182584072268,-0.48537237937468863,0.5380817930851304,-1.0656856558212708,0.055409612998634394,-0.7282253831214786,2.088177955224723,0.3892873720707726,0.6839645257269947,150.3305767714054,6.345698828245091,169.92733680719994,3.0395239311225963,-32.589375383438174,-4.338781569824873,22.43716555568193,766.7412304883137,0.03611399979592459,0.9839575567657884
-0.004944137465407344,0.5277993467236961,0.28586003304353824,0.20298124616943922,0.38492165861175687,0.13565889211446175,-0.3878514938258529,-0.5083432239952578,-0.5947650752519021,-0.8658752481538383,0.08351885032580394,0.44407849432051216,16.72039909502899,20.628951743674627,47.980546854201386,41.67170640639249,-30.59806068389745,27.8501549207605,-44.032497191482804,481.27545250090776,0.045583025195127615,-0.12398149868100032
0.2913887630768984,1.859781508206096,-0.43315852110162906,1.0469694607406328,-0.6098501583929314,2.4123847821585827,0.35254782433509846,-1.1359401095314905,0.181465262594186,1.871294418263761,-0.3231025015022139,-1.3783734147696394,1.9900376442678187,0.7434244013878121,0.1506980006941601,0.1635128926804546,0.24924059410321178,0.12596051910982864,0.09100006153965569,4.183506609287819,0.4889109569086655,13.700280662543829
0.10957842561004899,-0.8855822990942473,-0.4732463261079999,-0.9887844218491418,0.0025541810384129937,0.028552936996687827,0.12357474116395058,0.7188213656668611,0.19941197911762173,0.5034508218708819,0.7373393320717367,-1.217007656309283,4.378495879147237,1.2408767969289152,0.16939539735583226,1.3456002890639711,0.021571573241419045,0.8182349383693327,-0.028494813711492734,12.576151560789103,0.28198507256779304,2.4485666316589834
-0.5648818334648004,2.946097060906351,0.9164499916055064,0.6941099197702716,-0.527996305370554,-2.5789826139127316,-0.8451361520747476,-0.30129499811424665,2.7965950059316973,1.666952535834377,0.4145759670033082,0.6494849977274,0.8325084023554494,0.33720342577486007,0.06076374195464127,0.08938267204454522,0.08721882088713888,0.08069679332733336,0.004663667076229217,1.9288857641890695,0.7200236243066529,-35.04771300619556
-0.9773203778595184,1.8883339870523959,2.420293160592554,2.004804301688642,2.565907979497598,-2.3827379498513745,-0.15213715015619786,-2.1797378315734557,2.0264278332098784,-1.4514632595951873,-2.5914851536478625,-0.9054608082001384,0.47063105558424323,0.26675523488730507,0.04019191712520631,0.08829856579884668,-0.04872994084911005,0.12053020584630292,-0.03410759611075031,1.3913636793864537,0.8477731716268463,64.0901620094003
0.03441903058701938,-0.03637834423805971,-0.022803447610701223,0.23386083127036117,0.5683290377703775,0.12788358838093428,0.26221099788330327,0.4520757924812425,0.5633166353183432,-0.15295840058954635,0.4440927371783204,0.12676295204386412,7.911288584442484,12.68991379022454,3.1956625353852512,8.869874353397698,0.5972792765185598,-5.116529087371841,-3.9028312364292206,72.14976259180399,0.11772875377865268,-0.09832587442148104
-0.013984396365160048,-0.2132880722432213,0.17371259789310647,-0.10727772384146211,0.051083769346266024,-0.05722263518455548,-0.025218573764517464,0.012982372896231767,-0.11295476508061635,-0.025099669958017545,-0.056810120232298554,-0.009982346397777243,170677.45062504258,20966.234726119685,23231.504591031062,13574.47166053001,21957.738506065023,16743.984237447476,17750.89708016841,342067.51894058223,0.0017097951513408022,-0.00018519498193734452
-0.05951987391720754,0.27254222718428167,-0.3323235756106746,-0.055410808543943015,-0.5977321609204835,-0.4763713889138813,0.7742095179908454,0.14106873572765083,-0.3846793161981578,-0.05214274788677797,0.284451594161651,-0.1490079892341759,25.957961295787857,1.5091229583617314,2.1830166392821546,30.326211092582305,0.03990778549498862,1.0396912538626346,-5.109793736576789,168.80318169411862,0.07696790859914274,0.13167857141958342
