a,Veff
0.5,0.7083333333333331
0.59,0.7546833333333334
0.6799999999999999,0.8037333333333332
0.77,0.8554833333333336
0.86,0.9099333333333331
0.95,0.9670833333333323
1.04,1.0269333333333337
1.13,1.0894833333333336
1.22,1.154733333333333
1.31,1.2226833333333327
1.4,1.2933333333333332
