dotB1,dotB2,dotB3,dotB4,dotB1B2,dotB1B3,dotB1B4,dotB2B3,dotB2B4,dotB3B4,f1
28.143692426151272,16.865296128989968,40.55809684144788,8.622164045246478,14.727320954150558,-29.54384976865283,-13.327163611649,-23.655931861169044,-7.93668522197148,12.641684788374002,0.057835868455908344
12.722315391963695,9.279282557591108,27.813384040320898,3.7167031114947027,-0.9667311559222568,-13.886463640216153,2.130879404174714,-8.195944643052089,-0.11660675861676437,-5.7309757570526525,0.07753373631054979
328.3105016008945,8.574931917154021,84.08324404392582,132.4310843513637,41.65802656710171,-164.85570070842482,-205.11282745957135,-21.07112246398219,-29.16183602027354,101.84357912848118,0.036507077546310475
185.48196387431022,18.330817590436173,376.0602597925771,98.15905050766689,-45.53688727755794,-253.5170803080861,113.57200371133382,58.19697221081573,-30.99090252369397,-180.74015169530674,0.026299790335727755
281.2597147228513,29.384619332369834,67.63812574158203,204.2899899376413,30.459891159950413,-121.23537003034637,-190.48423585245533,3.7792439408150327,-63.623754433135275,49.81800034794931,0.03591395435766487
1407.4373417189263,472.3708169434352,2967.093619827715,21.564760495579414,790.6107718470109,-2035.9264770276047,-162.12163653833252,-1167.3528038166548,-95.62878497379154,236.18566101654466,0.007838317071613504
27.154359927736472,78.08093768029333,6.2392936735834095,39.438193858638954,-18.896975062990336,-7.992521561591008,-0.26486330315512085,-9.128702086905786,-50.05526053039721,10.881929974913383,0.05030009355310217
8.465463979530657,7.505307292815783,6.697539201142439,4.192287848182623,-5.600507775081036,-4.612921613043682,1.7479654085940606,0.9754180754715899,-2.8802175932063374,-3.060035663570347,0.13210042826943894
1483.3425784884453,114.3385075118121,1113.8096611312149,6642.868160279805,367.66071157690135,1259.161550471087,-3110.1648405364335,338.8664445261781,-820.8656636148914,-2711.8376561284795,0.008455199370396117
68.96441325422958,3.2239748741324017,333.45451237419655,145.00489991045626,-8.824579121890853,-125.42486343296426,65.28502930062552,3.9304422588039856,1.6701619889544672,-211.96009120003626,0.026550589318454047
5504.224087548968,1246.956473747692,8462.544212367062,2845.198679408098,-2615.279257408138,-6805.271551212323,3916.3267210714926,3236.2877614926497,-1867.9649778322032,-4893.560422647388,0.005652849003231736
118.80875725756911,20.6828721008749,64.22222531219671,60.9523836914822,36.56801434161684,-81.87662054932343,-73.50015104986252,-26.072129281872677,-31.178757160619057,43.7265245189994,0.043593073259729075
860.1938862970951,4977.324112763395,4.636805574204025,9886.899503004952,2039.4300350027704,-11.545535322418836,-2888.0783859774465,-5.512150495221512,-7011.241997270943,12.420880243436319,0.005528842246301154
1115.202878064258,218.23318664023913,194.52351784552397,1050.5903753741864,-483.846360654791,447.9557134303848,-1079.3122308398515,-202.79395636351106,468.4071303780629,-439.6852749123977,0.015455161691209151
47.62990078077285,83.85765490315129,41.494999671022704,3.894618015987178,-44.223547022624665,-10.550916478743467,7.144562720595288,-29.76950516811168,-9.86460271241492,-1.1745780241675472,0.04234477219643753
65.05535191830636,5.295299724686111,46.829512089014415,10.090583269082568,-16.556881813588685,-45.80436124237566,-2.694108862342009,8.816452824502191,2.4451292644003804,-9.841603671140943,0.07007396478030975
31.803098943511046,16.041488732625645,35.269338973701416,7.519535585060362,-3.5412616641381445,-18.76168552717621,-9.500151752196691,-15.494248341074519,2.994021272587017,-1.0134051054506876,0.06283823690505709
152.39826378306535,4.400425941165972,64.9576213463486,29.16352572178827,0.028218723327241003,-94.43817905437055,-57.98830345202203,-1.8864323433525108,-2.5422123211407026,31.366990051374454,0.052103344964634805
32.9698836303085,54.55895380995739,24.888321118626187,10.489500582291946,-38.816361687783484,18.2402576818144,-12.393779624339423,-30.387724982330983,14.645132860157085,-12.740853818109604,0.049909755543301765
66.65994235529949,33.956394166951334,12.612405151916903,54.049450020190584,5.2865806795415775,-23.063707920349177,-48.88281511449189,-11.812518586180975,-27.43045626031194,22.26382135461325,0.056538472062151415
23224.34743455256,141.43457276214252,3784.280353649925,10485.658493207953,1737.057269668962,-9358.429102824039,-15602.975601397484,-710.8301007232616,-1167.6617417078428,6284.978849897374,0.004810519919507612
4630.295311813164,1267.4168514253704,2127.1434624393805,220.9382804767382,-2395.5508086955265,-3135.0486066646063,900.3041035469691,1628.6407427595445,-500.50678548938834,-620.735598534319,0.010184168619575284
23.016813629767746,5.649384860600679,3.7696456624656642,12.963192705162422,-4.14776038839779,-4.213748734328186,-14.655304507041773,-1.3748166011098597,-0.1268078710930292,1.8189196729723809,0.12122837290879726
20.916193987171944,9.740026939818673,7.101489340749205,22.030860967317896,-0.4478321319259601,-7.38449987013352,-13.083861985112463,-0.03109264815148425,-9.26110215974123,0.3141031775357986,0.09875226077307706
224.17616984930186,178.04402300991552,238.0719539787676,36.872391436409345,-113.10513520273656,-103.12351222911157,-7.947522417453708,-85.48123026893967,20.54234246176073,-49.46721148071637,0.02306176968988354
18.50064415050832,8.15110117745991,5.446565552415028,6.7044073123327435,-8.76659653731151,-7.553827192800074,-2.1802204203967346,3.623471946086328,-3.0079765862347263,-1.5162103057012817,0.13359680763673337
19.03504229187397,10.326519525092728,53.85023782654985,4.617177599174168,2.362773598020673,-23.607441114395385,2.2096252245007424,-18.052643505796475,5.363350382683074,-12.190153206357985,0.05820056605069539
6.394559583028371,23.710094862805327,91.8698334145502,65.73359454911274,-9.278612156062758,2.637154377355773,0.2468981956786128,-21.47898887692859,7.047506170186018,-73.02799891497736,0.041857334257430726
3785.646211903891,1199.2461935378483,69.30755409183917,354.30771197732616,-2129.25944840736,-501.66247721951663,-1154.7242862770147,280.97580184875045,649.0374530207614,151.37912127892702,0.012887095106099932
1058.46193657734,51.723155726586405,25.756849508787806,550.4682709638843,-205.3410040716285,-96.2739657349031,-756.8469667708084,8.878134382116608,144.7397139629255,61.63898184399871,0.0250040713856678
65.12909675027636,187.90603215006124,14.988427898949432,12.386275602691766,-103.93164543234603,19.344493266857704,19.45805541521196,-43.23148843280929,-40.742898284905884,8.898567267002157,0.0335018426176293
12505.006284839308,34418.95944972439,14694.656969678565,37995.58705266055,-20743.1511555304,-13553.311297853545,21791.456168544635,22484.94462759309,-36160.752921787076,-23626.290299418106,0.0024420136748772997
15.365674568425918,21.04631523925514,33.28154286121216,3.6045700736095725,6.344357755300254,-19.046539300474432,-2.6634930232517418,-20.34229975246765,-7.048373242087745,6.107296191729916,0.061514984619954166
299.58391928268384,13.922713084209102,14.093016322275817,219.84595349270344,-29.813981035466725,-14.741881335974954,-255.02805691124212,-9.320985226790958,25.212253178048577,9.969850240490093,0.040636344472287735
2691.1895189432234,252.07301901518107,857.1344727697099,4267.759587271944,-807.8517241061837,1501.3288625254258,-3384.6666573624652,-459.79585014732703,1015.5745552383296,-1898.6674851478085,0.008767597049505062
72.90676265447934,64.49506590264612,31.474015823592282,117.6111951444584,58.118612095912376,-46.14205103679863,-84.88332371359309,-37.608885677243414,-85.00479232131508,52.27692089044976,0.038878185518586975
382.3797824233447,38.42309741201826,40.016656206031946,60.76911342408955,-115.05036948793193,-120.91839365915315,-146.41101927625962,35.9435518384324,40.683720237481275,44.95818561468881,0.047190182995447534
201.71429854117662,163.54129504349473,555.51380004147,5.972742055185178,125.53599563617573,-301.75097200159433,-25.49932217575804,-281.18334942005947,-7.893941259610985,27.420521380183843,0.016975851267250146
33.86944454396186,338.1984735451875,273.0164234390771,17.786654491609955,-80.1956782676516,62.117691152748314,-15.791457429058571,-295.57085640340495,37.568061125869065,-39.56325818842045,0.018049308304245233
1347.4980109896655,862.8124926224718,8.346832427101713,103.50770671664561,-1071.5233178899152,85.18174258719588,-361.1564356869463,-71.23323935857746,279.94406462602086,-22.29533565572015,0.015633078310043128
11879.290547475686,6497.208615918828,8.378234750701246,907.2929350373299,-8781.209824844993,171.7766795824045,-3269.857402213098,-129.35908629135437,2413.3602952175197,-50.79582804175138,0.005729909590664699
300.3910438124225,25.02384579059967,48.36972278111179,107.9294905031489,-53.26141878618155,-108.32490915439348,-138.80471587184743,28.658767000082516,-0.4211940045006399,31.296419373199164,0.045502001965445515
697.5134223177567,54.12525879683292,112.66164423329359,101.99086861390332,-190.820010482392,-264.45575520588034,-242.23765662948446,74.12103732128234,62.57371436427675,77.67307365130439,0.03403775218412013
19.495513293866942,3.71058910136034,13.331423066359596,12.673412184288756,-4.0333466578050325,-10.894194403738611,-4.567972232323299,2.9954844228945814,-2.672726866449889,-5.432713085515567,0.11221198828163062
10.626807282664693,39.03793760997731,33.86429656803252,11.189634751845857,11.45019090632698,-14.139688657577643,-7.937309531414032,-33.48020560316368,-17.00792291314062,13.755597692708793,0.05145512520301667
48.09123893281925,26.773156211106233,70.98169552295981,5.459790987548989,15.174581091990184,-47.60710705203376,-15.658712972775671,-37.760623879624575,-4.187113423471838,14.38603540869852,0.045283689875476
137.88534852519518,20.370284296504515,53.79979533935321,32.80207702391322,-22.72379676262024,-54.89456904673136,-60.26698271584357,-12.008309759218232,14.361822225333958,13.103083466596386,0.049161214199233576
622.1276242992135,58.266644125268,64.52871101395172,108.2319897082436,-177.34758000404037,-188.5550495582096,-256.2249947369635,47.557134697155185,71.52380118161719,76.46920384710272,0.03626131081572595
