B1_x,B1_y,B1_z,B1_norm,B2_x,B2_y,B2_z,B2_norm,B3_x,B3_y,B3_z,B3_norm,B4_x,B4_y,B4_z,B4_norm,dotB1B2,dotB1B3,dotB1B4,dotB2B3,dotB2B4,dotB3B4,detJ,sum_norms,f1,Q
3.566800694760707,-7.051504067874286,-15.185089310108292,17.11819833310031,0.02347852225400225,4.491513284119649,3.8358364894188126,5.90659668472356,-1.0224280740404625,3.3821762572028384,9.547517900815137,10.180352325325394,-2.5678511429742468,-0.8221854734482019,1.801734919874342,3.242853244708738,-89.83570065519051,-172.4761388144995,-30.72087470166817,51.789802035497154,3.158014223705994,17.046763311244185,-0.01539010617405483,36.448000587858004,0.0450941516463245,491.767199252374
10.268857474639875,-0.47534794326119423,9.724268835413849,14.15050507526254,17.9213341365124,12.489021316850469,19.994115793700164,29.612742815503605,-15.909852086251535,-8.167640960901439,-19.93107112419108,26.778374641306385,-12.28033952490074,-3.8460324126878356,-9.787313504922931,16.167566601376087,372.52315251126834,-353.3086259736467,-219.45132042265254,-785.6357613188319,-463.8019282495968,421.8630388623178,0.002571095207930461,86.7091891334486,0.01089269260238459,8428.096594819532
9.02865918414641,-2.595860612983396,0.7111513804958465,9.42130114535625,-4.523721739701443,-0.6359909385060794,-1.2303508732519413,4.730994200315734,-1.6998223984283036,0.7540646092156985,1.5690146104636773,2.433067296422082,-2.805115046016662,2.477786942273777,-1.0498151177075825,3.8871854000110257,-40.06716372620332,-16.188756821445832,-32.50499472384183,5.279506782763214,12.405350820018993,4.989433569763958,0.03612520729503628,20.47254804210509,0.08157771600922833,150.26468186173338
14.859902738833028,9.95002026545114,-2.762056565103955,18.09554003502796,-40.765245424409976,-19.84760899084639,2.447459661647863,45.40619865129979,6.694241901670623,-1.848687226792057,-1.2254784202498357,7.052114325440623,19.211100783906325,11.746275952187307,1.5400753237059277,22.570184405029302,-810.0117158373438,84.46614891402876,398.09699776401544,-239.19970182801242,-1012.5114582959422,105.0012364548988,0.002081090698639657,93.12403741679768,0.010520176595460513,9035.536399650573
-2.287772243371796,-2.3294580740128605,2.633844708357748,4.19492725847186,-0.8393973274426157,-0.08853562390086189,-4.193877864546298,4.2779712449651575,8.839207349270206,0.2771545845756038,-2.0072521169240893,9.068487320829199,-5.712037778455794,2.1408391133381186,3.5672852731126397,7.066547382666507,-8.919433090216648,-26.154503578358085,17.476521964704496,0.9740251419807123,-10.355630024512804,-57.05698385166256,-0.011278806347792188,24.60793320693272,0.04807550515123675,432.66552070595964
-4.198413330900378,-0.7859707819393824,-5.481962193510665,6.949556392909167,0.7368908558502208,-9.284567828754815,3.879567426810543,10.089462390006414,5.689134859904598,4.444904536518806,-0.5449447926135047,7.240193134160425,-2.227612384854441,5.625634074175392,2.147339559313626,6.420364698105034,-17.06401531723535,-24.39153798066937,-6.840780760319949,-39.19089627251979,-45.542339729598815,11.162037633245413,0.003649291256270446,30.699576615181037,0.036678686204182555,743.3142479192236
-7.7544049048345025,10.39569157028134,-4.894135452222442,13.86195370347342,-2.2001640924874777,-1.8113085614922695,2.2803136217556474,3.64984807250532,8.160526570591777,-1.4242813312513796,3.6236803688135835,9.041782492142273,1.7940424267302035,-7.16010167753769,-1.0098585383467888,7.45019855635123,-12.929005652078027,-95.82119925456126,-83.40355557060118,-7.111556861242632,6.719171560949859,21.178925480593357,-0.004664948510189767,34.003782824472246,0.04329722421859792,533.4330141724699
7.829075056597763,-6.400274714321598,0.43347798251629993,10.121553034092747,-1.47244287561946,0.9642130786585233,-2.076166893479915,2.721812604240177,-2.9311374278163402,5.492542306758723,1.2113907259794388,6.342480201251654,-3.4254947531619626,-0.05648067109564827,0.43129818498417644,3.4530019540275667,-18.599067012686533,-57.57676335892999,-26.27000545033556,7.096864229964625,4.093938930121215,10.252844025696147,-0.021844970588540777,22.638847793612143,0.06827238539969367,214.54077530840416
-4.026351768956681,-7.506237514080115,-15.419304164851141,17.61561952113408,1.5172021173005912,2.9440973392317535,2.828088757519388,4.355192008169151,0.35105373896750774,3.6943612228670597,6.82836124922825,7.771618938331244,2.158095912688582,0.8677789519813016,5.762854158103504,6.2145720951193235,-71.81504407909028,-134.43279769387158,-104.06220934039811,30.720390203675127,22.126956447394715,43.31434656756762,0.02560570772325777,35.9570025627538,0.050081111404434886,398.7053686610809
-3.104987946033688,-4.449606040378918,-2.0335535878437874,5.794418370658387,3.8135525441275435,-0.9148307972426961,1.269001536592753,4.121948967937393,7.763090116251702,7.439438617826953,-3.7528162231829887,11.38834688207403,-8.471654714345558,-2.075001780205339,4.517368274434023,9.822483500307428,-10.350980667463839,-49.57531935067367,26.351015763914106,18.03679494756891,-24.67627757438521,-98.15592030334057,0.006211262294596321,31.127197720977236,0.04013520375501647,620.7962084576616
